Combination: (0,), Degree: 1
Mean Squared Error (Combination (4, 6), Degree 1): 0.6118082137937852
Combination: (4, 6), Degree: 2
Mean Squared Error (Combination (4, 6), Degree 2): 0.6009747101824905
Combination: (4, 6), Degree: 3
Mean Squared Error (Combination (4, 6), Degree 3): 0.5896430766579657
Combination: (4, 7), Degree: 1
Mean Squared Error (Combination (4, 7), Degree 1): 0.624691466351029
Combination: (4, 7), Degree: 2
Mean Squared Error (Combination (4, 7), Degree 2): 0.6099191239171126
Combination: (4, 7), Degree: 3
Mean Squared Error (Combination (4, 7), Degree 3): 0.7864785536514067
Combination: (4, 8), Degree: 1
Mean Squared Error (Combination (4, 8), Degree 1): 0.6371539471028443
Combination: (4, 8), Degree: 2
Mean Squared Error (Combination (4, 8), Degree 2): 0.6328123566046594
Combination: (4, 8), Degree: 3
Mean Squared Error (Combination (4, 8), Degree 3): 0.6214762585786359
Combination: (4, 9), Degree: 1
Mean Squared Error (Combination (4, 9), Degree 1): 0.592670247490167
Combination: (4, 9), Degree: 2
Mean Squared Error (Combination (4, 9), Degree 2): 0.5523254914000749
Combination: (4, 9), Degree: 3
Mean Squared Error (Combination (4, 9), Degree 3): 0.5360781795791741
Combination: (4, 10), Degree: 1
Mean Squared Error (Combination (4, 10), Degree 1): 0.4871837455259847
Combination: (4, 10), Degree: 2
Mean Squared Error (Combination (4, 10), Degree 2): 0.48534607890285
Combination: (4, 10), Degree: 3
Mean Squared Error (Combination (4, 10), Degree 3): 0.4756436448425817
Combination: (5, 6), Degree: 1
Mean Squared Error (Combination (5, 6), Degree 1): 0.6134640018165943
Combination: (5, 6), Degree: 2
Mean Squared Error (Combination (5, 6), Degree 2): 0.595485156718598
Combination: (5, 6), Degree: 3
Mean Squared Error (Combination (5, 6), Degree 3): 0.5946603387324767
Combination: (5, 7), Degree: 1
Mean Squared Error (Combination (5, 7), Degree 1): 0.6260896390508794
Combination: (5, 7), Degree: 2
Mean Squared Error (Combination (5, 7), Degree 2): 0.607166798142945
Combination: (5, 7), Degree: 3
Mean Squared Error (Combination (5, 7), Degree 3): 2.238969888779962
Combination: (5, 8), Degree: 1
Mean Squared Error (Combination (5, 8), Degree 1): 0.6481523584818949
Combination: (5, 8), Degree: 2
Mean Squared Error (Combination (5, 8), Degree 2): 0.6468291808959361
Combination: (5, 8), Degree: 3
Mean Squared Error (Combination (5, 8), Degree 3): 0.6456073488818471
Combination: (5, 9), Degree: 1
Mean Squared Error (Combination (5, 9), Degree 1): 0.6207360964692735
Combination: (5, 9), Degree: 2
Mean Squared Error (Combination (5, 9), Degree 2): 0.5746328117042787
Combination: (5, 9), Degree: 3
Mean Squared Error (Combination (5, 9), Degree 3): 0.5613234305357832
Combination: (5, 10), Degree: 1
Mean Squared Error (Combination (5, 10), Degree 1): 0.4859028843385398
Combination: (5, 10), Degree: 2
Mean Squared Error (Combination (5, 10), Degree 2): 0.4839511673829098
Combination: (5, 10), Degree: 3
Mean Squared Error (Combination (5, 10), Degree 3): 0.47695850550317737
Combination: (6, 7), Degree: 1
Mean Squared Error (Combination (6, 7), Degree 1): 0.5983634762854149
Combination: (6, 7), Degree: 2
Mean Squared Error (Combination (6, 7), Degree 2): 0.5736589307795179
Combination: (6, 7), Degree: 3
Mean Squared Error (Combination (6, 7), Degree 3): 0.594026785036082
Combination: (6, 8), Degree: 1
Mean Squared Error (Combination (6, 8), Degree 1): 0.6169236844802146
Combination: (6, 8), Degree: 2
Mean Squared Error (Combination (6, 8), Degree 2): 0.6098267417568907
Combination: (6, 8), Degree: 3
Mean Squared Error (Combination (6, 8), Degree 3): 0.6038419735903424
Combination: (6, 9), Degree: 1
Mean Squared Error (Combination (6, 9), Degree 1): 0.5890844849256379
Combination: (6, 9), Degree: 2
Mean Squared Error (Combination (6, 9), Degree 2): 0.5416742675464972
Combination: (6, 9), Degree: 3
Mean Squared Error (Combination (6, 9), Degree 3): 0.5270127399206886
Combination: (6, 10), Degree: 1
Mean Squared Error (Combination (6, 10), Degree 1): 0.47640021418047707
Combination: (6, 10), Degree: 2
Mean Squared Error (Combination (6, 10), Degree 2): 0.474119911105079
Combination: (6, 10), Degree: 3
Mean Squared Error (Combination (6, 10), Degree 3): 0.46376066938970373
Combination: (7, 8), Degree: 1
Mean Squared Error (Combination (7, 8), Degree 1): 0.6173319023923688
Combination: (7, 8), Degree: 2
Mean Squared Error (Combination (7, 8), Degree 2): 0.5995856913289653
Combination: (7, 8), Degree: 3
Mean Squared Error (Combination (7, 8), Degree 3): 0.782856104602309
Combination: (7, 9), Degree: 1
Mean Squared Error (Combination (7, 9), Degree 1): 0.5930940096077417
Combination: (7, 9), Degree: 2
Mean Squared Error (Combination (7, 9), Degree 2): 0.5259696734064772
Combination: (7, 9), Degree: 3
Mean Squared Error (Combination (7, 9), Degree 3): 0.6088981839336641
Combination: (7, 10), Degree: 1
Mean Squared Error (Combination (7, 10), Degree 1): 0.4860848511864954
Combination: (7, 10), Degree: 2
Mean Squared Error (Combination (7, 10), Degree 2): 0.48429199759964997
Combination: (7, 10), Degree: 3
Mean Squared Error (Combination (7, 10), Degree 3): 0.5416558330629989
Combination: (8, 9), Degree: 1
Mean Squared Error (Combination (8, 9), Degree 1): 0.6251313743496738
Combination: (8, 9), Degree: 2
Mean Squared Error (Combination (8, 9), Degree 2): 0.5774122996485017
Combination: (8, 9), Degree: 3
Mean Squared Error (Combination (8, 9), Degree 3): 0.5643868865177813
Combination: (8, 10), Degree: 1
Mean Squared Error (Combination (8, 10), Degree 1): 0.4736895039891888
Combination: (8, 10), Degree: 2
Mean Squared Error (Combination (8, 10), Degree 2): 0.4690677638677886
Combination: (8, 10), Degree: 3
Mean Squared Error (Combination (8, 10), Degree 3): 0.46367937259661307
Combination: (9, 10), Degree: 1
Mean Squared Error (Combination (9, 10), Degree 1): 0.46818216865724366
Combination: (9, 10), Degree: 2
Mean Squared Error (Combination (9, 10), Degree 2): 0.4463582972040623
Combination: (9, 10), Degree: 3
Mean Squared Error (Combination (9, 10), Degree 3): 0.43388963901470595
Combination: (0, 1, 2), Degree: 1
Mean Squared Error (Combination (0, 1, 2), Degree 1): 0.5585489841526357
Combination: (0, 1, 2), Degree: 2
Mean Squared Error (Combination (0, 1, 2), Degree 2): 0.5481518605369535
Combination: (0, 1, 2), Degree: 3
Mean Squared Error (Combination (0, 1, 2), Degree 3): 0.5405891736365961
Combination: (0, 1, 3), Degree: 1
Mean Squared Error (Combination (0, 1, 3), Degree 1): 0.5571829725216896
Combination: (0, 1, 3), Degree: 2
Mean Squared Error (Combination (0, 1, 3), Degree 2): 0.5506398708569308
Combination: (0, 1, 3), Degree: 3
Mean Squared Error (Combination (0, 1, 3), Degree 3): 0.5434576680956417
Combination: (0, 1, 4), Degree: 1
Mean Squared Error (Combination (0, 1, 4), Degree 1): 0.5501644360662947
Combination: (0, 1, 4), Degree: 2
Mean Squared Error (Combination (0, 1, 4), Degree 2): 0.545943017071414
Combination: (0, 1, 4), Degree: 3
Mean Squared Error (Combination (0, 1, 4), Degree 3): 0.5356646314492541
Combination: (0, 1, 5), Degree: 1
Mean Squared Error (Combination (0, 1, 5), Degree 1): 0.5553752519665311
Combination: (0, 1, 5), Degree: 2
Mean Squared Error (Combination (0, 1, 5), Degree 2): 0.550891031985845
Combination: (0, 1, 5), Degree: 3
Mean Squared Error (Combination (0, 1, 5), Degree 3): 0.54505828595579
Combination: (0, 1, 6), Degree: 1
Mean Squared Error (Combination (0, 1, 6), Degree 1): 0.536038965412608
Combination: (0, 1, 6), Degree: 2
Mean Squared Error (Combination (0, 1, 6), Degree 2): 0.5279826173842347
Combination: (0, 1, 6), Degree: 3
Mean Squared Error (Combination (0, 1, 6), Degree 3): 0.5193420973075731
Combination: (0, 1, 7), Degree: 1
Mean Squared Error (Combination (0, 1, 7), Degree 1): 0.5047866425089075
Combination: (0, 1, 7), Degree: 2
Mean Squared Error (Combination (0, 1, 7), Degree 2): 0.49902712425310797
Combination: (0, 1, 7), Degree: 3
Mean Squared Error (Combination (0, 1, 7), Degree 3): 0.6765244957987414
Combination: (0, 1, 8), Degree: 1
Mean Squared Error (Combination (0, 1, 8), Degree 1): 0.5554298622593891
Combination: (0, 1, 8), Degree: 2
Mean Squared Error (Combination (0, 1, 8), Degree 2): 0.5518975048844943
Combination: (0, 1, 8), Degree: 3
Mean Squared Error (Combination (0, 1, 8), Degree 3): 0.5462863337270132
Combination: (0, 1, 9), Degree: 1
Mean Squared Error (Combination (0, 1, 9), Degree 1): 0.5496812122049022
Combination: (0, 1, 9), Degree: 2
Mean Squared Error (Combination (0, 1, 9), Degree 2): 0.5198553765510363
Combination: (0, 1, 9), Degree: 3
Mean Squared Error (Combination (0, 1, 9), Degree 3): 0.5055182756518083
Combination: (0, 1, 10), Degree: 1
Mean Squared Error (Combination (0, 1, 10), Degree 1): 0.4323869176953019
Combination: (0, 1, 10), Degree: 2
Mean Squared Error (Combination (0, 1, 10), Degree 2): 0.42882040625433016
Combination: (0, 1, 10), Degree: 3
Mean Squared Error (Combination (0, 1, 10), Degree 3): 0.42174001019122637
Combination: (0, 2, 3), Degree: 1
Mean Squared Error (Combination (0, 2, 3), Degree 1): 0.6204270082138723
Combination: (0, 2, 3), Degree: 2
Mean Squared Error (Combination (0, 2, 3), Degree 2): 0.6199202518233544
Combination: (0, 2, 3), Degree: 3
Mean Squared Error (Combination (0, 2, 3), Degree 3): 0.6063198323853097
Combination: (0, 2, 4), Degree: 1
Mean Squared Error (Combination (0, 2, 4), Degree 1): 0.6020034263366055
Combination: (0, 2, 4), Degree: 2
Mean Squared Error (Combination (0, 2, 4), Degree 2): 0.5982760639028444
Combination: (0, 2, 4), Degree: 3
Mean Squared Error (Combination (0, 2, 4), Degree 3): 0.5824547676433007
Combination: (0, 2, 5), Degree: 1
Mean Squared Error (Combination (0, 2, 5), Degree 1): 0.6181733653347967
Combination: (0, 2, 5), Degree: 2
Mean Squared Error (Combination (0, 2, 5), Degree 2): 0.6170286348940611
Combination: (0, 2, 5), Degree: 3
Mean Squared Error (Combination (0, 2, 5), Degree 3): 0.6054758910146083
Combination: (0, 2, 6), Degree: 1
Mean Squared Error (Combination (0, 2, 6), Degree 1): 0.584637399681835
Combination: (0, 2, 6), Degree: 2
Mean Squared Error (Combination (0, 2, 6), Degree 2): 0.5792186505396352
Combination: (0, 2, 6), Degree: 3
Mean Squared Error (Combination (0, 2, 6), Degree 3): 0.5659136359955531
Combination: (0, 2, 7), Degree: 1
Mean Squared Error (Combination (0, 2, 7), Degree 1): 0.5388716557037626
Combination: (0, 2, 7), Degree: 2
Mean Squared Error (Combination (0, 2, 7), Degree 2): 0.5316360230653047
Combination: (0, 2, 7), Degree: 3
Mean Squared Error (Combination (0, 2, 7), Degree 3): 0.5274887782351207
Combination: (0, 2, 8), Degree: 1
Mean Squared Error (Combination (0, 2, 8), Degree 1): 0.6178333474017093
Combination: (0, 2, 8), Degree: 2
Mean Squared Error (Combination (0, 2, 8), Degree 2): 0.6165442733605376
Combination: (0, 2, 8), Degree: 3
Mean Squared Error (Combination (0, 2, 8), Degree 3): 0.6054221593212852
Combination: (0, 2, 9), Degree: 1
Mean Squared Error (Combination (0, 2, 9), Degree 1): 0.6056562186646819
Combination: (0, 2, 9), Degree: 2
Mean Squared Error (Combination (0, 2, 9), Degree 2): 0.5657383333606812
Combination: (0, 2, 9), Degree: 3
Mean Squared Error (Combination (0, 2, 9), Degree 3): 0.5482883324050242
Combination: (0, 2, 10), Degree: 1
Mean Squared Error (Combination (0, 2, 10), Degree 1): 0.470526087532432
Combination: (0, 2, 10), Degree: 2
Mean Squared Error (Combination (0, 2, 10), Degree 2): 0.4657416556468562
Combination: (0, 2, 10), Degree: 3
Mean Squared Error (Combination (0, 2, 10), Degree 3): 0.45861771854016803
Combination: (0, 3, 4), Degree: 1
Mean Squared Error (Combination (0, 3, 4), Degree 1): 0.6286807164319101
Combination: (0, 3, 4), Degree: 2
Mean Squared Error (Combination (0, 3, 4), Degree 2): 0.6222142172412781
Combination: (0, 3, 4), Degree: 3
Mean Squared Error (Combination (0, 3, 4), Degree 3): 0.6011195705791096
Combination: (0, 3, 5), Degree: 1
Mean Squared Error (Combination (0, 3, 5), Degree 1): 0.6375661531031175
Combination: (0, 3, 5), Degree: 2
Mean Squared Error (Combination (0, 3, 5), Degree 2): 0.6367520693068995
Combination: (0, 3, 5), Degree: 3
Mean Squared Error (Combination (0, 3, 5), Degree 3): 0.6267775894371155
Combination: (0, 3, 6), Degree: 1
Mean Squared Error (Combination (0, 3, 6), Degree 1): 0.6094762132932453
Combination: (0, 3, 6), Degree: 2
Mean Squared Error (Combination (0, 3, 6), Degree 2): 0.6023815976308851
